hour_close_utc,seconds_in_entry_window,geometry_seconds_width_100_300,geometry_seconds_midpoint_ok,geometry_seconds_full_guardrails,had_any_full_guardrails,best_entry_cost_cents,best_entry_width_usd,best_entry_direction,best_entry_spot
2026-04-05T00:00:00Z,901,0,0,0,False,,,,
2026-04-05T01:00:00Z,901,94,0,0,False,,,,
2026-04-05T02:00:00Z,901,0,0,0,False,,,,
2026-04-05T03:00:00Z,901,0,0,0,False,,,,
2026-04-05T04:00:00Z,901,0,0,0,False,,,,
2026-04-05T05:00:00Z,901,215,0,0,False,,,,
2026-04-05T06:00:00Z,901,0,0,0,False,,,,
2026-04-05T07:00:00Z,901,564,220,0,False,,,,
2026-04-05T08:00:00Z,901,18,0,0,False,,,,
2026-04-05T09:00:00Z,901,0,0,0,False,,,,
2026-04-05T10:00:00Z,901,742,0,0,False,,,,
2026-04-05T11:00:00Z,901,0,0,0,False,,,,
2026-04-05T12:00:00Z,901,628,0,0,False,,,,
2026-04-05T13:00:00Z,901,0,0,0,False,,,,
2026-04-05T14:00:00Z,901,0,0,0,False,,,,
2026-04-05T15:00:00Z,901,604,0,0,False,,,,
2026-04-05T16:00:00Z,901,251,0,0,False,,,,
2026-04-05T17:00:00Z,901,42,0,0,False,,,,
2026-04-05T18:00:00Z,901,0,0,0,False,,,,
2026-04-05T19:00:00Z,901,122,0,0,False,,,,
2026-04-05T20:00:00Z,901,0,0,0,False,,,,
2026-04-05T21:00:00Z,901,0,0,0,False,,,,
2026-04-05T22:00:00Z,901,65,0,0,False,,,,
2026-04-05T23:00:00Z,901,744,367,0,False,,,,
2026-04-06T00:00:00Z,901,810,471,0,False,,,,
2026-04-06T01:00:00Z,901,352,132,0,False,,,,
2026-04-06T02:00:00Z,901,0,0,0,False,,,,
2026-04-06T03:00:00Z,901,332,35,0,False,,,,
2026-04-06T04:00:00Z,901,0,0,0,False,,,,
2026-04-06T05:00:00Z,901,435,0,0,False,,,,
2026-04-06T06:00:00Z,901,0,0,0,False,,,,
2026-04-06T07:00:00Z,901,224,0,0,False,,,,
2026-04-06T08:00:00Z,901,516,0,0,False,,,,
2026-04-06T09:00:00Z,901,613,0,0,False,,,,
2026-04-06T10:00:00Z,901,314,207,0,False,,,,
2026-04-06T11:00:00Z,901,0,0,0,False,,,,
2026-04-06T12:00:00Z,901,0,0,0,False,,,,
2026-04-06T13:00:00Z,901,0,0,0,False,,,,
2026-04-06T14:00:00Z,901,696,0,0,False,,,,
2026-04-06T15:00:00Z,901,546,2,0,False,,,,
2026-04-06T16:00:00Z,901,841,572,0,False,,,,
2026-04-06T17:00:00Z,901,570,94,0,False,,,,
2026-04-06T18:00:00Z,901,692,266,0,False,,,,
2026-04-06T19:00:00Z,901,191,0,0,False,,,,
2026-04-06T20:00:00Z,901,465,0,0,False,,,,
2026-04-06T21:00:00Z,901,0,0,0,False,,,,
2026-04-06T22:00:00Z,901,787,777,99,True,44.0,300.0,polymarket_low__kalshi_high,69720.37
2026-04-06T23:00:00Z,901,0,0,0,False,,,,
2026-04-07T00:00:00Z,901,0,0,0,False,,,,
2026-04-07T01:00:00Z,901,636,66,0,False,,,,
2026-04-07T02:00:00Z,901,0,0,0,False,,,,
2026-04-07T03:00:00Z,901,791,92,0,False,,,,
2026-04-07T04:00:00Z,901,0,0,0,False,,,,
2026-04-07T05:00:00Z,901,529,0,0,False,,,,
2026-04-07T06:00:00Z,901,0,0,0,False,,,,
2026-04-07T07:00:00Z,901,795,261,0,False,,,,
2026-04-07T08:00:00Z,901,0,0,0,False,,,,
2026-04-07T09:00:00Z,901,322,3,0,False,,,,
2026-04-07T10:00:00Z,901,871,147,0,False,,,,
2026-04-07T11:00:00Z,901,617,324,0,False,,,,
2026-04-07T12:00:00Z,901,823,559,0,False,,,,
2026-04-07T13:00:00Z,901,488,201,1,True,43.0,300.0,polymarket_low__kalshi_high,68131.52
2026-04-07T14:00:00Z,901,548,106,0,False,,,,
2026-04-07T15:00:00Z,901,559,443,0,False,,,,
2026-04-07T16:00:00Z,901,638,96,0,False,,,,
2026-04-07T17:00:00Z,901,97,8,0,False,,,,
2026-04-07T18:00:00Z,901,62,0,0,False,,,,
2026-04-07T19:00:00Z,901,438,0,0,False,,,,
2026-04-07T20:00:00Z,901,0,0,0,False,,,,
2026-04-07T21:00:00Z,901,0,0,0,False,,,,
2026-04-07T22:00:00Z,901,644,400,0,False,,,,
2026-04-07T23:00:00Z,901,541,229,0,False,,,,
2026-04-08T00:00:00Z,901,399,223,0,False,,,,
2026-04-08T01:00:00Z,901,221,0,0,False,,,,
2026-04-08T02:00:00Z,901,353,313,0,False,,,,
2026-04-08T03:00:00Z,901,123,0,0,False,,,,
2026-04-08T04:00:00Z,901,11,0,0,False,,,,
2026-04-08T05:00:00Z,901,282,0,0,False,,,,
2026-04-08T06:00:00Z,901,0,0,0,False,,,,
2026-04-08T07:00:00Z,901,462,0,0,False,,,,
2026-04-08T08:00:00Z,901,421,0,0,False,,,,
2026-04-08T09:00:00Z,901,194,0,0,False,,,,
2026-04-08T10:00:00Z,901,144,0,0,False,,,,
2026-04-08T11:00:00Z,901,325,0,0,False,,,,
